,Unnamed: 0.2,Unnamed: 0.1,index,Unnamed: 0,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,directors,nconst,primaryName,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Sport,Talk-Show,Thriller,War,Western,Action.1,Adult.1,Adventure.1,Animation.1,Biography.1,Comedy.1,Crime.1,Documentary.1,Drama.1,Family.1,Fantasy.1,Film-Noir.1,History.1,Horror.1,Music.1,Musical.1,Mystery.1,News.1,Reality-TV.1,Romance.1,Sci-Fi.1,Sport.1,Thriller.1,War.1,Western.1,Action.2,Adult.2,Adventure.2,Animation.2,Biography.2,Comedy.2,Crime.2,Documentary.2,Drama.2,Family.2,Fantasy.2,Film-Noir.2,History.2,Horror.2,Music.2,Musical.2,Mystery.2,News.2,Reality-TV.2,Romance.2,Sci-Fi.2,Sport.2,Thriller.2,War.2,Western.2,region_x,region_y,origin,Language
22588,24024,132013,210213,210213,tt0365686,movie,Revolver,Revolver,0,2005,111,"['Action', 'Crime', 'Drama']",6.3,98777.0,nm0005363,"['nm0005458', 'nm0000501', 'nm0071275', 'nm0665114']","['Jason Statham', 'Ray Liotta', 'André 3000', 'Vincent Pastore']",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"['JP', 'LT', 'PH', 'VN', 'SG', 'SE', 'UA', 'ZA', 'ES', 'GR', 'IL', 'IT', 'MX', 'RU', 'EG', 'FR', 'CA', 'JP', 'KR', 'AR', 'PL', 'TW', 'BR', 'PT', 'NL', 'GB', 'PL', 'TH', 'TR', 'BG', 'AU', 'IN', 'HU', 'IN', '\\N', 'CA', 'LV', 'US', 'DE']",Not US,nl
46824,52830,287117,750842,750842,tt8385148,movie,Hitman's Wife's Bodyguard,Hitman's Wife's Bodyguard,0,2021,100,"['Action', 'Comedy', 'Crime']",6.1,98669.0,nm0400850,"['nm0005351', 'nm0000168', 'nm0000161', 'nm0000104']","['Ryan Reynolds', 'Samuel L. Jackson', 'Salma Hayek', 'Antonio Banderas']",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"['SA', 'CR', 'EC', 'US', 'IL', 'UY', 'ES', 'CZ', 'HK', 'IE', 'XWW', 'AE', 'CA', 'IT', 'RU', 'HR', 'IN', 'CO', 'CZ', 'RS', 'HU', 'AR', 'PL', 'TW', 'GB', 'BR', 'ID', 'GR', 'ZA', 'VN', 'PE', '\\N', 'SI', 'AT', 'CA', 'CN', 'EE', 'CL', 'SG', 'SK', 'US', 'TR', 'US', 'PT', 'DK', 'UZ', 'NO', 'GE', 'AU', 'NZ', 'LT', 'FR', 'TH', 'BG', 'LU', 'NL', 'JP', 'KR', 'EG', 'PH', 'DE', 'UA', 'SE', 'IN', 'LV', 'MX']",US,en
21443,22666,119637,183149,183149,tt0302640,movie,The Hot Chick,The Hot Chick,0,2002,104,"['Comedy', 'Fantasy']",5.5,98492.0,nm0103744,"['nm0001705', 'nm1046097', 'nm0267506', 'nm0492932']","['Rob Schneider', 'Rachel McAdams', 'Anna Faris', 'Matthew Lawrence']",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"['BR', 'FI', 'IL', 'MX', 'EE', 'EC', 'RS', 'US', 'GR', 'PT', 'ZA', 'AE', 'IT', 'SG', 'AT', 'UA', 'CA', 'RO', 'SE', 'US', 'CA', 'TR', 'CZ', 'RU', 'EG', 'PL', 'LT', 'PH', 'CL', 'NL', 'FR', 'HR', 'AR', 'DE', 'HU', 'BG', 'TW', 'IN', 'TH', 'SI', 'GB', 'GR', 'IN', 'JP', 'AU', 'ES', 'PE', '\\N']",US,en
23809,25449,140595,229026,229026,tt0418819,movie,Land of the Dead,Land of the Dead,0,2005,93,"['Horror', 'Sci-Fi', 'Thriller']",6.2,98482.0,nm0001681,"['nm0000491', 'nm0000782', 'nm0048932', 'nm0000454']","['John Leguizamo', 'Asia Argento', 'Simon Baker', 'Dennis Hopper']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,,"['MX', 'RS', 'TR', 'AU', 'CZ', 'ES', 'US', 'BR', 'NL', 'UA', 'CA', 'IR', 'PH', 'RO', 'GB', 'TH', 'IN', 'SI', 'FR', 'GR', 'UY', 'PT', 'FI', 'PL', 'ZA', 'TW', 'VN', 'CO', 'GR', 'IN', '\\N', 'AR', 'HU', 'US', 'CA', 'VE', 'PE', 'SE', 'US', 'DE', 'LT', 'US', 'RU', 'BG', 'PR', 'JP', 'IT', 'HR']",US,en
40150,44862,246291,601656,601656,tt3605418,movie,Knock Knock,Knock Knock,0,2015,99,"['Crime', 'Drama', 'Horror']",4.9,98443.0,nm0744834,"['nm0000206', 'nm4448022', 'nm1869101', 'nm2746751']","['Keanu Reeves', 'Lorenza Izzo', 'Ana de Armas', 'Aaron Burns']",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,"['EG', 'GR', 'HU', 'RO', 'CL', 'MX', 'GB', 'NL', 'HK', 'UA', 'AR', 'PE', 'ES', 'TW', 'PL', 'PT', 'KR', 'SE', 'CO', 'IN', 'IN', 'UZ', 'MX', 'EE', 'LV', 'RS', 'JP', 'BR', 'TR', 'IE', 'AE', 'CA', 'BG', 'CA', '\\N', 'AU', 'IL', 'HR', 'SG', 'UY', 'ID', 'ZA', 'JP', 'PH', 'IT', 'FR', 'LT', 'DE', 'TH', 'EC', 'US', 'RU']",Not US,sv
39025,43501,239421,579906,579906,tt3072482,movie,Hardcore Henry,Hardcore Henry,0,2015,96,"['Action', 'Adventure', 'Sci-Fi']",6.7,98358.0,nm5820154,"['nm1663205', 'nm0000619', 'nm2247245', 'nm1572716']","['Sharlto Copley', 'Tim Roth', 'Haley Bennett', 'Danila Kozlovskiy']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,"['IL', 'BG', 'TW', 'TR', 'JP', 'RS', 'IT', 'CL', 'ZA', 'CA', '\\N', 'IN', 'DE', 'NO', 'SG', 'FI', 'CA', 'UA', 'UZ', 'NL', 'FR', 'PE', 'GR', 'HK', 'SE', 'EG', 'CA', 'AU', 'BR', 'LV', 'ES', 'HU', 'EE', 'PL', 'TH', 'GB', 'RU', 'PT', 'LT', 'IN', 'MX', 'PH', '\\N', 'DK', 'AR', 'JP', 'US']",US,en
22905,24383,134167,214871,214871,tt0377109,movie,The Ring Two,The Ring Two,0,2005,110,"['Horror', 'Mystery']",5.4,98268.0,nm0620378,"['nm0915208', 'nm0233562', 'nm0000651', 'nm0048932']","['Naomi Watts', 'David Dorfman', 'Sissy Spacek', 'Simon Baker']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,"['DK', 'JP', 'IN', 'LT', 'CZ', 'EE', 'XAS', 'TR', 'ES', 'CA', 'AR', 'UY', 'TW', 'RO', 'BA', 'HU', 'BG', 'HK', 'IT', 'LV', 'PT', 'AU', 'UA', 'EC', 'US', 'MX', 'GB', 'RU', 'GR', 'VN', 'DE', 'PL', 'GR', 'CL', 'FI', 'FR', 'SE', 'DE', 'UZ', 'XWW', 'SG', 'PH', 'IN', 'HR', 'JP', 'BR', 'SI', '\\N', 'CA', 'NO', 'RS']",US,en
24580,26383,145736,239941,239941,tt0453562,movie,42,42,0,2013,128,"['Biography', 'Drama', 'Sport']",7.5,98188.0,nm0001338,"['nm1569276', 'nm1165660', 'nm0000148', 'nm2718512']","['Chadwick Boseman', nan, 'Harrison Ford', 'Nicole Beharie']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,"['SG', 'IN', 'AU', 'US', 'UZ', 'BR', 'VN', 'HK', '\\N', 'HU', 'CA', 'TW', 'AU', 'ID', 'CA', 'RU', 'US', 'EE', 'PH', 'RO', 'ES', 'BG', 'TH', 'SE', 'IT', 'NZ', 'CA', 'DE', 'IN', 'JP', 'ZA', 'IL', 'MX', 'FR', 'UA', 'MX', 'US', 'NL', 'PL', 'BR', 'GB']",Not US,
6037,6116,29345,42851,42851,tt0058385,movie,My Fair Lady,My Fair Lady,0,1964,170,"['Drama', 'Family', 'Musical']",7.8,98182.0,nm0002030,"['nm0000030', 'nm0001322', 'nm0391361', 'nm0405035']","['Audrey Hepburn', 'Rex Harrison', 'Stanley Holloway', 'Wilfrid Hyde-White']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"['GR', 'HU', 'HR', 'GB', 'PL', 'RO', 'HK', 'IT', 'SUHH', 'FR', 'PH', 'ZA', 'LV', 'BR', 'RS', 'EE', 'TR', 'SI', 'XYU', 'SG', 'AR', 'EC', 'CA', 'ID', 'NO', 'BG', 'DK', '\\N', 'JP', 'IL', 'GR', 'AU', 'PE', 'RU', 'LT', 'ES', 'NL', 'KR', 'CA', 'ES', 'UA', 'IN', 'SE', 'US', 'CZ', 'TW', 'CSHH', 'PT', 'CN', 'FI', 'IR', 'MX', 'DE']",Not US,cy
11904,12124,50274,66473,66473,tt0088011,movie,Romancing the Stone,Romancing the Stone,0,1984,106,"['Action', 'Adventure', 'Comedy']",6.9,98078.0,nm0000709,"['nm0000140', 'nm0000678', 'nm0000362', 'nm0635649']","['Michael Douglas', 'Kathleen Turner', 'Danny DeVito', 'Zack Norman']",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"['ZA', 'SK', 'TW', 'LT', 'CSHH', 'EC', 'PT', 'US', 'SI', 'GB', 'GR', 'AT', 'FI', 'NO', 'CSHH', 'HU', 'VE', 'CA', 'NL', 'SK', 'SE', 'PL', 'MX', 'FR', 'CZ', 'RS', 'BE', 'IN', '\\N', 'SUHH', 'IL', 'IT', 'SI', 'JP', 'XWG', 'BG', 'BR', 'IN', 'AR', 'DDDE', 'HR', 'VN', 'PE', 'UA', 'GR', 'TR', 'AU', 'RO', 'EE', 'DE', 'CA', 'ES', 'DK', 'ES']",US,en
25416,27397,150504,250034,250034,tt0490204,movie,Reign Over Me,Reign Over Me,0,2007,124,['Drama'],7.4,98072.0,nm0082802,"['nm0001191', 'nm0000332', 'nm0000586', 'nm0000239']","['Adam Sandler', 'Don Cheadle', 'Jada Pinkett Smith', 'Liv Tyler']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"['SI', 'FI', 'PL', 'SG', 'LT', 'PT', 'ES', 'HU', 'SE', 'BR', 'VN', 'GB', 'AU', 'DE', 'TR', 'RS', 'TW', '\\N', 'GR', 'UY', 'EC', 'BG', 'PH', 'RU', 'US', 'US', 'US', 'AR', 'HR', 'UA', 'CA', 'IN', 'IT', 'JP', 'MX', 'UA', 'CA', 'JP', 'FR', 'GR']",Not US,de
47031,53069,288388,755664,755664,tt8613070,movie,Portrait of a Lady on Fire,Portrait de la jeune fille en feu,0,2019,122,"['Drama', 'Romance']",8.1,98043.0,nm1780037,"['nm4374524', 'nm1194748', 'nm4714676', 'nm0000420']","['Noémie Merlant', 'Adèle Haenel', 'Luàna Bajrami', 'Valeria Golino']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,"['TW', 'JP', 'LV', 'GR', 'VN', 'IN', 'BA', 'HK', 'SE', 'IN', 'RO', 'IT', 'TR', 'XWW', 'CA', 'CO', 'IE', 'AE', 'BG', 'FI', 'EC', 'RS', 'SE', 'DE', 'FR', 'PL', 'AU', 'NZ', 'FI', 'IL', 'NO', 'ZA', 'HR', 'JP', 'HU', 'SG', 'CN', 'DK', 'ID', 'MX', 'AT', 'KR', 'LT', 'BR', 'NL', 'FI', '\\N', 'AR', 'US', 'TH', 'UA', 'UY', 'RU', 'EG', 'SI', 'EE', 'CA', 'GB', 'PT', 'RS', 'ES']",Not US,fr
9784,9938,42401,57420,57420,tt0076786,movie,Suspiria,Suspiria,0,1977,99,['Horror'],7.3,97964.0,nm0000783,"['nm0363888', 'nm0143743', 'nm0117885', 'nm0098395']","['Jessica Harper', 'Stefania Casini', 'Flavio Bucci', 'Miguel Bosé']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,"['FR', 'AR', 'KR', 'DK', 'BR', 'CA', 'FI', 'UY', 'DK', 'UA', 'SE', 'JP', 'US', 'US', 'NO', 'HK', 'RS', 'AU', 'PE', 'DE', 'AU', 'PL', 'IN', 'IN', 'ES', '\\N', 'ZA', 'CA', 'FI', 'PT', 'TW', 'MX', 'TR', 'NL', 'GB', 'TH', 'XWG', 'HU', 'JP', 'SUHH', 'BG', 'CZ', 'FR', 'GR', 'HK', 'IT', 'MX']",Not US,lt
16182,16570,66072,84981,84981,tt0112818,movie,Dead Man Walking,Dead Man Walking,0,1995,122,"['Crime', 'Drama']",7.5,97917.0,nm0000209,"['nm0000215', 'nm0000576', 'nm0698764', 'nm0000855']","['Susan Sarandon', 'Sean Penn', 'Robert Prosky', 'Raymond J. Barry']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"['CA', 'MX', 'RU', 'TR', 'US', 'GR', 'EE', 'SG', 'RS', 'SE', 'RO', 'AR', 'CN', 'HR', 'IL', 'ZA', 'IN', '\\N', 'IT', 'FI', 'DK', 'CA', 'FR', 'PL', 'HU', 'ES', 'LT', 'NL', 'TW', 'UA', 'GB', 'SI', 'JP', 'AU', 'PT', 'GR', 'BG', 'DE', 'EG', 'IR', 'CZ', 'BR']",Not US,so
16433,16825,66952,86043,86043,tt0114214,movie,The Quick and the Dead,The Quick and the Dead,0,1995,108,"['Action', 'Romance', 'Thriller']",6.5,97915.0,nm0000600,"['nm0000232', 'nm0000432', 'nm0000128', 'nm0000138']","['Sharon Stone', 'Gene Hackman', 'Russell Crowe', 'Leonardo DiCaprio']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,"['GR', 'RO', 'RS', 'UY', 'UA', 'US', 'BG', 'SG', 'CA', 'JP', 'SK', 'FI', 'JP', 'RU', 'ZA', 'IT', 'FR', 'IN', 'FR', 'IL', '\\N', 'SE', 'AR', 'SI', 'AU', 'DE', 'TW', 'HU', 'NL', 'GB', 'TH', 'HR', 'CA', 'MX', 'DK', 'IN', 'TR', 'AT', 'EE', 'ES', 'PT', 'EG', 'FI', 'LT', 'BR', 'ES', 'PL']",US,en
26795,29055,158965,269537,269537,tt0960731,movie,Bedtime Stories,Bedtime Stories,0,2008,99,"['Adventure', 'Comedy', 'Family']",6.0,97904.0,nm0788202,"['nm0001191', 'nm0005392', 'nm0001073', 'nm0001602']","['Adam Sandler', 'Keri Russell', 'Courteney Cox', 'Guy Pearce']",0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"['US', 'TW', 'LT', 'BR', 'PE', 'PL', 'RO', 'ES', 'VE', 'SE', '\\N', 'ZA', 'AR', 'CL', 'CZ', 'CO', 'CA', 'RS', 'UZ', 'CA', 'GR', 'BG', 'EE', 'UA', 'HU', 'HR', 'FR', 'GB', 'TR', 'AU', 'IN', 'LV', 'DE', 'JP', 'SI', 'CN', 'VN', 'IT', 'MX', 'FI', 'IL', 'MX', 'PH', 'RU', 'HK', 'GR', 'EC', 'PT']",Not US,de
5159,5219,26075,39261,39261,tt0054047,movie,The Magnificent Seven,The Magnificent Seven,0,1960,128,"['Action', 'Adventure', 'Drama']",7.7,97888.0,nm0836328,"['nm0000989', 'nm0000537', 'nm0000314', 'nm0908919']","['Yul Brynner', 'Steve McQueen', 'Charles Bronson', 'Eli Wallach']",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"['IL', 'UA', 'MX', 'BE', 'RO', 'NL', 'SG', 'GB', 'GR', 'SI', 'UY', 'RS', 'FR', 'PE', 'IR', 'SE', 'UA', 'EG', 'FI', 'HU', 'XYU', 'FI', 'BR', 'LT', 'PT', 'PH', 'US', 'AT', 'TH', 'ES', 'CSHH', 'HR', 'BG', 'UA', 'VN', 'JP', 'CA', 'PE', 'KR', 'IN', 'FI', 'NO', 'CZ', 'TR', 'FI', 'DE', 'XYU', 'AR', 'PL', 'IT', 'JP', 'MX', 'AU', 'FI', 'IN', 'CN', 'CL', 'TW', '\\N', 'HK', 'RU', 'DK', 'CA', 'DDDE', 'XWG', 'NO', 'ZA', 'AR', 'GR']",US,en
23420,25008,138079,223575,223575,tt0401445,movie,A Good Year,A Good Year,0,2006,117,"['Comedy', 'Drama', 'Romance']",6.9,97782.0,nm0000631,"['nm0000128', 'nm0180411', 'nm0001215', 'nm0182839']","['Russell Crowe', 'Abbie Cornish', 'Albert Finney', 'Marion Cotillard']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,"['RS', 'IN', 'RU', 'TW', 'HK', 'CA', 'TR', 'AR', 'IN', 'AU', 'GR', 'GR', 'UY', '\\N', 'SI', 'SE', 'IL', 'HU', 'AE', 'BG', 'ID', 'LT', 'MX', 'ZA', 'NO', 'RO', 'EE', 'FR', 'JP', 'EG', 'HR', 'IT', 'UA', 'PE', 'DE', 'PL', 'SG', 'NL', 'FI', 'GB', 'VN', 'FI', 'CA', 'US', 'PT', 'TH', 'ES', 'BR', 'LV']",US,en
14960,15286,61394,79352,79352,tt0104797,movie,Malcolm X,Malcolm X,0,1992,202,"['Biography', 'Drama', 'History']",7.7,97727.0,nm0000490,"['nm0000243', 'nm0000291', 'nm0005148', 'nm0000490']","['Denzel Washington', 'Angela Bassett', 'Delroy Lindo', 'Spike Lee']",0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,"['CA', 'DE', 'PH', 'ZA', 'IN', 'FR', 'GR', 'IL', 'IT', 'MX', 'US', 'JP', 'CZ', 'PE', 'SE', 'AR', 'BR', 'LT', 'NL', 'PL', 'SG', 'EC', 'GB', 'KR', 'CA', 'RS', 'PT', 'RU', 'ES', 'HU', 'HK', 'EG', 'TH', 'IN', 'TR', '\\N', 'AU', 'GR', 'UA', 'TW', 'RO', 'US', 'DK', 'BG', 'AE', 'FI']",Not US,it
25459,27445,150873,250834,250834,tt0492956,movie,The Game Plan,The Game Plan,0,2007,110,"['Comedy', 'Family', 'Sport']",6.4,97700.0,nm0275698,"['nm0425005', 'nm0001718', 'nm2202521', 'nm0761052']","['Dwayne Johnson', 'Kyra Sedgwick', 'Madison Pettis', 'Roselyn Sanchez']",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,"['CO', 'JP', 'VN', 'RU', 'BR', 'SI', 'FI', 'CA', 'CZ', 'BG', 'PL', 'SG', 'DE', 'US', 'RS', 'TR', 'EC', 'CA', 'LV', 'SE', 'EE', 'FR', 'PT', 'ES', 'GR', 'RO', 'AU', 'AR', 'IT', 'LT', 'PH', 'TW', 'HU', 'TH', 'GB', 'MX', 'FI', 'GR', 'UA', 'ZA', '\\N', 'IN']",US,en
27670,30058,163647,286024,286024,tt1045772,movie,I Love You Phillip Morris,I Love You Phillip Morris,0,2009,102,"['Biography', 'Comedy', 'Crime']",6.6,97612.0,"nm0275629,nm0720135","['nm0000120', 'nm0000191', 'nm0005182', 'nm0763928']","['Jim Carrey', 'Ewan McGregor', 'Leslie Mann', 'Rodrigo Santoro']",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"['SI', 'FI', 'CL', 'UZ', 'IL', 'DK', '\\N', 'AR', 'BR', 'PT', 'CZ', 'RO', 'JP', 'ES', 'JP', 'AU', 'TR', 'RU', 'GR', 'HU', 'IR', 'HR', 'EE', 'UA', 'GB', 'HR', 'PL', 'BG', 'FI', 'LV', 'CA', 'IN', 'EC', 'LT', 'FR', 'SE', 'TW', 'IT', 'US', 'DE', 'NO', 'MX', 'RS', 'CA']",US,en
34094,37474,204846,444899,444899,tt1666801,movie,The DUFF,The Duff,0,2015,101,"['Comedy', 'Romance']",6.4,97560.0,nm1847738,"['nm0926165', 'nm2254074', 'nm2064412', 'nm0005049']","['Mae Whitman', 'Bella Thorne', 'Robbie Amell', 'Allison Janney']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,"['CA', 'IE', 'SI', 'SE', 'PT', '\\N', 'RS', 'PL', 'IN', 'MX', 'BR', 'AU', 'PH', 'IT', 'BG', 'HR', 'NL', 'AR', 'GR', 'TR', 'AE', 'RU', 'JP', 'IL', 'ZA', 'UA', 'IN', 'RO', 'CA', 'DE', 'LT', 'US', 'TW', 'US', 'FR', 'GB', 'SG', 'EG', 'ES']",US,en
39579,44169,242719,589781,589781,tt3322364,movie,Concussion,Concussion,0,2015,123,"['Biography', 'Drama', 'Sport']",7.1,97541.0,nm1481618,"['nm0000226', 'nm0000285', 'nm0000983', 'nm0001556']","['Will Smith', 'Alec Baldwin', 'Albert Brooks', 'David Morse']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,"['GR', 'CA', 'RO', 'BR', 'TW', 'UY', 'PT', 'ES', 'SI', 'SE', 'GB', 'VN', 'IN', 'KR', 'TR', 'PT', 'SG', 'MX', 'CL', 'AU', 'PL', 'NL', '\\N', 'BG', 'ZA', 'CZ', '\\N', 'LT', 'EG', 'AE', 'RS', 'IN', 'US', 'US', '\\N', 'HR', 'LV', 'JP', 'IN', 'PE', 'IL', 'PT', 'CA', 'RU', 'ID', 'IT', 'HU', 'DE', 'AR', 'SK', 'FR']",Not US,fr
